Preprocessing,Model,Train Size,Test Size,Validation Size,Overall Accuracy,Class 0 Accuracy,Class 1 Accuracy,Class 2 Accuracy,Recall,Precision,Kappa,F1 Score,Train Time
7days_ln,gru,320000,40000,40000,0.936975,0.9515342898331846,0.9527069951295264,0.8983667672643352,0.934202684075682,0.9366099364413442,0.9047681515581512,0.936975,142.65179204940796
7days_ln,lstm,320000,40000,40000,0.933425,0.946683029931138,0.9471724622409554,0.8982699585510903,0.9307084835743944,0.9328923414692468,0.899310836746438,0.933425,139.26291513442993
7days_ln,RF,320000,40000,40000,0.94245,0.955169821636028,0.9466060778188016,0.920765753788886,0.9408472177479053,0.9416685037550692,0.9131119581850128,0.94245,178.7610285282135
7days_ln,rnn,320000,40000,40000,0.94235,0.952806993580112,0.9577733767152355,0.9092691622103388,0.939949844168562,0.9415057249857924,0.9128975701128432,0.94235,159.57592940330505
7days_ln,transformer,320000,40000,40000,0.94885,0.9560619499215391,0.9639435020228548,0.9205615781055624,0.9468556766833188,0.9472749925429496,0.9227761842492004,0.94885,1077.7253487110138
7days_ln_whi,atbi-gru,320000,40000,40000,0.922375,0.936334228095533,0.9393788288930048,0.8837575439517187,0.919823533646752,0.9220722602884696,0.8828184981662086,0.922375,269.0635919570923
7days_ln_whi,atbi-lstm,320000,40000,40000,0.935025,0.9512662559890486,0.9491489361702128,0.8963684676705048,0.9322612199432556,0.9346915686361076,0.901829059841005,0.935025,285.2959225177765
7days_ln_whi,atbi-rnn,320000,40000,40000,0.931,0.944143650195326,0.9491114124616372,0.8919108615546587,0.928388641403874,0.9307153088370388,0.8958117071648999,0.931,361.0633862018585
7days_ln_whi,bi-gru,320000,40000,40000,0.929925,0.9421334431630972,0.9431487913801658,0.8977483443708609,0.9276768596380413,0.9293831842026452,0.8941834916259866,0.929925,263.36981678009033
7days_ln_whi,bi-lstm,320000,40000,40000,0.93085,0.9436639024055924,0.9473012270373784,0.8938107869142352,0.9282586387857354,0.930146956882845,0.8955589322610545,0.93085,282.87471771240234
7days_ln_whi,bi-rnn,320000,40000,40000,0.936,0.94859590671109,0.9503350970017636,0.9010613419679798,0.9333307818936112,0.9351634642320744,0.903228128379024,0.936,355.25468587875366
7days_ln_whi,gru,320000,40000,40000,0.9294,0.9445057979017116,0.9463096755914436,0.8892399508513252,0.9266851414481602,0.9293116638840035,0.8933900208491594,0.9294,149.58249187469482
7days_ln_whi,lstm,320000,40000,40000,0.932375,0.9441527446300716,0.9467157939488416,0.8989484940295848,0.9299390108694991,0.9318266769792984,0.8978086862531682,0.932375,143.0949490070343
7days_ln_whi,RF,320000,40000,40000,0.935775,0.9485132158590308,0.9405535159559446,0.9134241245136188,0.934163618776198,0.9350596338305832,0.903054554017608,0.935775,184.06653881073
7days_ln_whi,rnn,320000,40000,40000,0.9345,0.950082056892779,0.948929511345046,0.8964389855968896,0.9318168512782382,0.9340267219151578,0.9010577062433304,0.9345,163.3862316608429
7days_ln_whi,transformer,320000,40000,40000,0.947625,0.9522601001440428,0.9615520282186948,0.9240618886715276,0.9459580056780884,0.9460292477627122,0.9209449273590956,0.947625,1080.1137681007383
7days_ln_pheno_peak,atbi-gru,320000,40000,40000,0.929275,0.9383130220457346,0.9512056334020912,0.890427878253198,0.926648844567008,0.9286719849532492,0.8931859344032868,0.929275,260.0311391353607
7days_ln_pheno_peak,atbi-lstm,320000,40000,40000,0.935325,0.9468790592739454,0.9510823727860556,0.9000448631673396,0.9326687650757802,0.9343663427268788,0.9022354593470344,0.935325,285.72537636756897
7days_ln_pheno_peak,atbi-rnn,320000,40000,40000,0.93295,0.9456213736337876,0.9490151461281376,0.8957264957264958,0.9301210051628068,0.9319562439248168,0.8985991463562331,0.93295,357.2950704097748
7days_ln_pheno_peak,bi-gru,320000,40000,40000,0.933725,0.9458868543317848,0.9521591871295512,0.8944781987133666,0.9308414133915676,0.9332654087176664,0.8998102134844046,0.933725,254.9761173725128
7days_ln_pheno_peak,bi-lstm,320000,40000,40000,0.932825,0.9438810470056188,0.9489367655288192,0.8975697569756975,0.9301291898367118,0.931585288175434,0.8984492804515488,0.932825,280.4131500720978
7days_ln_pheno_peak,bi-rnn,320000,40000,40000,0.940275,0.9541340592038108,0.952452025586354,0.9068980863373388,0.937828057042501,0.9393213221227033,0.909766442248462,0.940275,353.8550562858581
7days_ln_pheno_peak,gru,320000,40000,40000,0.93645,0.9505588699170266,0.951150841134652,0.899464763603925,0.9337248248852013,0.9356792022807888,0.9039631602380434,0.93645,146.73920845985413
