,Preprocessing,Model,Target Site,Tag,Test Size,Validation Size,Overall Accuracy,Class 0 Accuracy,Class 1 Accuracy,Class 2 Accuracy,Recall,Precision,Kappa,F1 Score,Train Time,Transfer Strategy
0,7days_ln,transformer,Site A+D to E,R1,4000,0,0.7462187499999999,0.6396022155085599,0.3335380835380835,0.8554807692307692,0.6052610096416743,0.7072345539503875,0.48119217179085616,0.7462187499999999,0,Fine Tuning
1,7days_ln,transformer,Site A+D to E,R2,4000,0,0.5444375,0.7532729103726084,0.6756756756756758,0.44081730769230765,0.6234856460573983,0.5524726094641149,0.29832571125714635,0.5444375,0,Fine Tuning
2,7days_ln,transformer,Site A+D to E,R3,4000,0,0.74684375,0.6378398791540786,0.5826167076167076,0.8135096153846153,0.6768595609796516,0.6774373841164438,0.5057103936331226,0.74684375,0,Fine Tuning
3,7days_ln,transformer,Site A+D to E,R4,4000,0,0.7244062499999999,0.6499244712990937,0.5945945945945946,0.7722115384615384,0.67313228,0.659926396,0.4797872041441075,0.7244062499999999,0,Fine Tuning
