Preprocessing,Model,Target Site,Test Size,Validation Size,Overall Accuracy,Class 0 Accuracy,Class 1 Accuracy,Class 2 Accuracy,Recall,Precision,Kappa,F1 Score,Transfer Strategy,Train Site
7days_ln_whi,atbi-lstm,Site A to D,4000.0,0.0,0.7889375000000001,0.2568212824010913,0.5732692307692308,0.992453190676347,0.6066945835450135,0.8617116619587444,0.4984790610288542,0.7889375000000001,Direct,
7days_ln_whi,atbi-lstm,Site A to E,4000.0,0.0,0.71834375,0.3470543806646525,0.3313882063882063,0.921875,0.5322448903887727,0.6657439894518935,0.3553665315264882,0.71834375,Direct,
7days_ln_whi,atbi-lstm,Site A to F,4000.0,0.0,0.96234375,0.5947309417040358,0.7001879699248121,0.994202799121844,0.7637128739513055,0.8595389978929571,0.7486143811314396,0.96234375,Direct,
7days_ln_whi,atbi-lstm,Site D to E,4000.0,0.0,0.6918125,0.5132175226586102,0.4167690417690418,0.8033173076923076,0.5774299980002396,0.6373204711340118,0.3753354332521406,0.6918125,Direct,
7days_ln_whi,atbi-rnn,Site A to B,4000.0,0.0,0.85925,0.7582899869960988,0.9181526390870186,0.9306603773584906,0.868418943122309,0.8620164757368303,0.7893755928868917,0.85925,Direct,
7days_ln_whi,atbi-rnn,Site A to D,4000.0,0.0,0.8149375000000001,0.3852319236016371,0.5992307692307691,0.9868169659915934,0.6590246670598914,0.8604042857119931,0.5768646125349806,0.8149375000000001,Direct,
7days_ln_whi,atbi-rnn,Site A to E,4000.0,0.0,0.7285937499999999,0.3885951661631419,0.3842137592137592,0.9127884615384616,0.5617634205360791,0.6594340460819784,0.3972145309495817,0.7285937499999999,Direct,
7days_ln_whi,atbi-rnn,Site A to F,4000.0,0.0,0.9606875,0.554932735426009,0.7415413533834587,0.9934824368825468,0.7633302762185966,0.8438682148283672,0.7401626419547357,0.9606875,Direct,
7days_ln_whi,atbi-rnn,Site D to E,4000.0,0.0,0.697875,0.5332326283987916,0.4416461916461916,0.801923076923077,0.5910315174627864,0.6413413904059013,0.3915464692895594,0.697875,Direct,
7days_ln_whi,bi-gru,Site A to B,4000.0,0.0,0.8315625,0.6879063719115736,0.917617689015692,0.927240566037736,0.8439969893470306,0.8411790916481809,0.7489181670326202,0.8315625,Direct,
